episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
179,3,4,2,2,2,0,3,2,0,2,1,2,3,0,1,3,1,0,0,4,4,1,2,2,4,2,0,0,2,4,3,4,0,1,4,2,1,3,0,1,2,4,4,4,4,1,2,2,4,0,1,3,4,1,2,4,4,1,2,0,4,4,2,2,4,2,1,1,4,4,3,2,1,4,4
180,3,2,0,0,3,0,0,2,3,3,0,2,1,2,4,0,2,1,1,4,2,0,3,1,4,1,3,1,2,3,3,2,0,0,0,0,0,3,2,1,0,1,2,1,1,1,0,4,1,1,0,0,0,2,3,1,3,1,1,0,1,3,2,1,0,3,2,3,1,4,0,4,1,1,0
181,2,0,0,0,4,4,4,0,0,0,1,4,0,3,4,4,0,0,1,0,3,4,0,2,2,0,2,4,0,0,0,2,2,3,3,4,3,0,2,4,3,4,0,0,4,4,4,3,4,2,0,0,3,0,3,0,4,2,2,3,2,2,4,4,0,3,2,1,1,0,4,0,3,0,3
182,4,0,3,4,2,1,2,1,4,4,4,1,4,4,3,0,4,0,4,4,3,0,0,2,1,1,4,0,2,4,2,4,1,4,0,2,1,4,4,2,4,4,3,4,1,4,2,4,4,1,4,4,2,0,4,1,1,4,0,1,2,0,4,1,1,3,0,3,2,0,0,0,4,4,1
183,0,4,4,1,2,2,1,0,0,2,2,4,1,3,3,1,4,3,4,2,1,4,2,1,0,1,3,2,2,4,0,0,1,1,4,2,0,2,2,4,4,4,2,4,1,4,0,4,2,0,4,2,4,4,2,4,3,3,0,2,4,3,4,2,0,0,2,2,3,2,4,0,0,0,4
184,3,3,2,4,3,3,1,2,0,3,4,2,1,4,2,2,4,4,4,3,1,1,1,1,4,4,3,4,4,3,4,1,4,1,3,1,4,1,1,2,2,2,1,0,4,4,1,4,3,4,2,0,1,4,1,4,3,1,4,0,1,1,3,1,4,3,2,4,1,4,1,0,4,1,4
185,4,1,1,2,1,4,4,0,0,1,2,2,2,1,1,3,1,4,4,0,3,1,4,4,3,4,0,4,1,2,0,4,4,0,2,4,1,2,4,1,4,4,1,4,4,0,4,3,2,4,0,0,4,0,4,3,3,3,1,0,0,4,1,3,2,2,1,0,4,2,3,3,4,4,1
186,3,4,0,3,2,0,0,3,4,2,3,3,2,2,4,0,3,0,3,3,4,3,1,1,0,3,1,4,4,4,1,4,4,3,0,3,4,3,3,1,4,0,2,1,4,4,0,4,0,4,0,4,0,1,4,0,3,4,3,4,0,3,1,3,4,4,2,3,3,4,0,2,4,3,4
187,0,4,0,1,4,2,4,3,3,2,2,0,1,3,0,1,0,2,0,3,2,1,2,2,1,3,1,3,3,1,3,2,1,2,3,4,4,1,2,1,3,2,3,0,1,1,0,3,2,2,3,0,0,3,1,4,4,4,4,2,1,1,0,4,3,1,3,1,1,4,3,1,3,3,2
188,2,1,4,0,4,2,1,0,3,0,4,4,0,1,1,4,0,0,1,4,3,4,4,2,4,4,3,0,2,0,0,4,1,0,0,1,2,4,4,4,2,0,4,0,0,4,0,3,2,3,0,4,0,2,4,4,3,4,3,0,1,4,0,0,3,4,3,3,4,0,3,4,4,0,4
189,0,4,4,4,1,1,1,4,4,1,4,2,0,2,1,1,0,4,1,2,1,0,2,2,0,1,0,0,4,1,3,0,0,1,1,1,2,0,2,0,4,4,4,0,2,2,2,2,2,3,0,3,4,2,0,0,1,1,1,1,3,2,1,0,3,1,0,2,3,1,1,0,2,0,1
190,4,3,3,0,2,1,2,4,4,0,0,0,3,1,4,4,3,4,2,4,2,1,3,4,3,0,0,4,3,4,4,3,4,4,0,3,4,0,2,2,3,3,1,0,3,2,1,3,2,0,4,3,4,0,0,0,2,4,2,4,2,3,4,3,3,0,3,1,4,0,1,0,4,4,3
191,2,3,1,1,3,4,4,2,4,4,4,1,3,4,3,4,4,1,2,3,3,4,4,1,4,1,4,4,4,1,4,1,2,4,1,2,3,2,3,0,4,0,1,3,1,3,3,3,3,4,1,1,2,4,3,3,3,3,3,4,3,0,2,2,2,3,3,4,3,2,2,1,4,2,4
192,0,0,4,3,1,2,2,3,0,1,1,0,1,1,2,4,2,2,1,1,0,1,0,1,2,1,0,4,0,1,1,2,4,1,0,1,4,1,1,0,4,2,0,2,3,4,1,0,1,0,0,0,2,2,1,1,1,1,1,1,4,1,4,4,1,0,1,1,0,1,3,1,1,0,1
193,3,2,2,3,0,1,0,2,0,2,0,2,3,0,0,2,2,3,0,0,2,2,0,2,4,0,1,3,4,2,3,2,3,3,3,0,2,0,0,3,1,0,0,2,0,4,0,2,0,0,2,4,0,2,2,0,0,0,1,0,3,0,1,2,4,0,1,2,0,4,0,0,2,0,3
194,0,4,4,4,2,1,0,2,0,3,1,2,1,1,3,4,0,0,3,0,3,1,0,1,0,3,3,3,4,3,4,4,1,3,3,1,2,0,2,3,1,2,0,4,2,3,2,2,1,4,0,4,0,0,0,0,0,4,0,1,1,1,3,1,4,0,0,4,4,4,0,0,1,4,3
195,0,4,4,2,4,2,0,4,1,1,2,1,4,3,1,1,4,4,3,4,4,4,2,4,4,2,4,0,4,1,2,2,4,3,4,3,1,1,2,0,2,1,1,2,1,0,4,3,4,2,1,4,3,3,4,4,2,4,2,0,0,3,4,3,2,4,1,1,0,2,1,0,4,1,0
196,3,0,0,2,1,3,2,1,3,4,3,4,0,3,3,4,2,4,2,3,1,1,1,2,2,0,0,2,2,4,1,2,4,0,4,1,4,4,2,1,1,4,3,1,0,4,0,4,2,2,2,0,1,2,4,1,1,0,1,2,1,3,2,4,2,3,4,1,1,4,2,2,0,4,4
197,0,0,1,1,1,4,3,0,0,2,4,2,4,3,0,4,1,0,1,0,0,1,2,4,0,1,4,0,3,4,0,2,2,0,0,2,0,4,1,0,0,1,3,2,4,4,4,1,4,3,1,4,2,3,4,0,4,4,1,4,4,3,0,3,2,4,3,1,4,0,1,1,0,4,1
198,4,0,4,3,1,1,1,1,2,0,0,3,0,3,1,4,4,0,3,0,1,0,4,0,2,3,0,0,4,1,4,4,3,0,0,3,0,0,1,3,4,3,0,3,4,0,2,1,4,2,3,0,2,3,4,0,3,3,0,3,4,4,4,3,3,2,1,0,4,4,0,0,2,0,2
199,4,1,3,3,4,1,4,4,3,1,4,3,1,3,3,1,0,4,2,3,1,4,1,3,4,4,4,4,2,2,1,4,1,4,3,1,1,4,1,1,3,1,1,1,4,0,3,1,1,0,3,2,3,3,2,1,3,3,4,0,4,4,4,2,0,4,4,3,4,1,2,4,4,0,3
200,2,1,0,2,2,4,0,4,1,2,4,4,0,4,0,0,1,0,3,0,0,2,1,4,3,3,0,1,2,2,0,3,0,0,0,0,4,3,3,0,1,2,1,0,0,0,2,4,4,1,1,4,1,0,1,4,1,4,4,0,1,0,1,1,1,2,3,0,1,4,0,4,3,0,2
201,4,4,4,0,3,2,1,2,1,1,3,3,4,4,4,2,0,1,2,4,0,2,0,4,2,0,0,3,0,1,4,1,4,4,4,3,4,2,1,2,4,4,2,1,2,1,2,2,4,0,1,4,1,4,3,2,4,2,1,4,2,1,4,0,0,4,4,1,0,2,1,1,0,2,0
202,2,2,2,2,2,2,2,2,2,2,0,2,3,2,2,4,4,2,2,0,0,0,0,2,0,0,2,2,2,2,2,0,2,2,2,2,4,0,2,2,1,0,2,2,2,2,2,1,1,0,0,2,0,0,2,3,0,0,2,4,2,1,1,2,2,1,2,2,2,0,3,2,2,0,2
203,1,0,1,0,3,4,3,1,0,1,1,0,1,0,3,3,0,1,2,1,1,4,1,2,1,0,4,1,4,0,0,3,3,4,1,0,1,3,1,1,0,3,1,1,2,3,0,0,1,0,0,1,1,1,4,1,1,0,3,0,2,2,0,4,1,0,0,1,2,3,0,0,0,4,1
204,1,0,4,1,3,3,4,2,3,1,4,1,4,1,4,0,0,3,1,3,3,3,1,4,3,0,3,1,1,1,2,4,4,2,1,1,0,1,0,4,4,3,2,4,1,4,3,4,2,4,1,1,4,1,3,3,4,0,1,0,0,1,3,2,3,4,1,3,4,0,0,4,4,0,4
205,3,4,0,2,0,4,0,1,4,4,2,4,3,0,3,4,0,4,0,2,2,2,4,4,2,2,1,2,2,0,1,2,2,0,0,4,0,0,1,0,3,2,1,1,2,3,2,0,2,2,0,2,0,2,4,0,2,2,0,0,2,3,2,0,0,0,2,0,3,2,2,4,4,0,1
206,3,4,4,3,2,1,4,1,2,3,4,3,1,1,4,2,4,2,0,4,2,4,4,1,1,4,2,3,2,3,0,2,0,4,1,1,0,0,1,3,2,1,0,2,2,2,4,2,0,2,4,0,4,2,1,2,2,0,2,0,1,4,0,3,4,3,1,4,4,1,0,3,2,4,2
207,2,3,3,2,3,4,0,2,4,3,0,3,2,0,4,4,0,3,3,2,3,3,0,0,3,2,2,0,0,3,3,3,2,4,4,4,2,3,3,0,4,4,3,3,3,1,2,3,2,3,0,2,4,4,1,4,1,2,0,1,3,2,3,0,3,2,3,4,2,4,4,4,0,3,1
208,0,0,4,1,2,1,3,1,0,1,3,3,2,4,4,4,0,4,3,1,2,1,0,3,1,4,2,1,2,0,2,2,2,0,1,4,0,3,1,2,1,0,0,1,4,4,3,3,3,3,1,4,1,1,4,4,1,2,0,3,4,4,2,1,2,3,2,4,4,0,2,3,1,2,3
209,2,2,4,0,2,4,4,1,4,2,3,2,2,2,4,0,2,2,4,3,4,3,0,3,2,3,2,4,4,3,4,1,0,1,3,3,2,0,0,2,0,1,3,0,2,0,0,3,1,4,0,1,4,2,2,3,3,0,3,2,0,2,2,2,4,4,0,2,0,0,1,2,0,2,2
210,0,2,1,4,4,1,3,2,2,0,0,0,0,4,0,0,2,1,2,1,4,2,3,1,3,3,1,3,2,1,3,2,0,0,1,2,2,0,2,4,1,1,1,3,4,3,0,1,2,1,2,1,3,2,3,2,0,1,2,2,4,2,0,1,1,0,3,1,4,4,4,1,2,1,0
211,2,1,0,1,0,2,3,4,0,4,2,2,2,4,3,2,2,2,2,0,2,4,0,2,1,2,2,1,2,0,2,0,2,4,2,4,3,2,2,2,1,2,3,4,2,3,2,4,3,2,2,1,0,1,3,2,2,3,1,2,1,2,4,4,4,2,2,0,3,0,0,2,4,3,3
212,2,4,4,2,4,0,0,2,1,2,2,3,2,1,0,0,3,1,3,3,2,1,4,4,4,2,1,2,4,1,1,3,2,2,4,4,2,3,2,1,2,1,4,4,4,2,0,4,4,4,2,4,1,3,2,2,2,2,2,1,2,3,1,2,1,4,2,2,4,4,2,4,2,0,2
213,3,0,3,1,0,1,0,0,0,0,1,0,3,0,1,0,0,3,1,1,0,0,2,1,0,1,2,4,0,2,0,0,0,0,0,4,3,0,2,0,0,4,4,0,0,2,3,2,0,4,0,0,1,3,0,0,0,1,0,1,1,3,1,2,2,1,0,1,2,1,4,1,3,0,1
214,4,1,4,2,3,3,2,2,4,2,1,4,4,4,4,1,4,1,3,1,3,3,2,2,1,1,4,2,4,2,1,3,1,1,4,3,2,2,4,2,2,4,2,2,1,3,3,4,4,3,2,1,3,4,3,0,0,2,4,2,4,4,2,1,4,1,4,1,0,4,1,1,4,2,0
215,2,4,4,3,2,0,2,1,4,3,2,3,3,3,0,1,2,3,2,1,4,2,1,2,1,3,2,3,2,1,2,4,2,2,3,2,2,4,4,0,0,0,4,4,3,3,1,2,0,3,4,0,2,3,2,4,2,2,3,0,1,3,0,2,4,4,3,2,3,1,2,1,2,4,0
216,4,3,1,2,4,2,4,1,1,4,3,1,2,1,3,1,3,4,4,4,1,2,2,4,4,4,2,1,3,4,1,1,3,2,4,1,2,1,1,1,1,4,4,3,1,4,3,4,2,4,4,1,2,2,3,0,3,2,2,3,2,4,4,3,1,4,1,1,2,3,1,4,1,2,2
217,0,0,2,3,0,3,2,3,1,2,4,4,3,0,4,2,3,3,4,0,3,1,2,4,4,3,2,0,3,1,0,0,3,3,0,2,3,0,0,2,4,3,4,0,3,0,3,3,3,0,3,0,3,3,3,0,1,2,2,4,2,3,0,0,2,0,0,3,2,0,0,3,3,0,3
218,1,4,4,3,4,3,0,1,1,1,4,0,0,0,1,0,2,0,4,0,2,3,2,1,3,4,0,0,1,3,4,4,0,3,0,4,3,0,3,0,0,3,0,0,3,1,0,4,3,1,4,1,0,4,4,3,2,0,1,3,4,0,1,3,0,2,1,0,4,0,0,3,1,4,3
219,4,2,4,2,1,4,4,0,4,4,2,1,3,3,1,1,2,4,1,2,2,3,0,0,0,0,4,2,1,2,4,3,2,4,3,4,0,4,4,1,1,2,1,4,4,2,2,4,4,4,0,1,1,4,2,1,2,2,3,1,4,4,4,2,1,4,2,1,1,4,2,0,0,1,4
220,4,2,3,0,3,1,2,3,2,1,3,1,2,2,0,4,3,3,3,4,4,3,2,3,0,1,2,0,1,2,2,2,3,1,2,4,3,1,2,4,1,2,0,3,4,3,4,1,1,1,2,4,0,1,1,0,2,2,4,2,4,1,3,1,1,4,1,4,2,1,1,1,2,1,3
221,2,0,1,1,2,4,2,4,1,2,4,0,0,1,0,1,3,0,4,0,2,4,4,2,1,2,2,2,0,4,1,4,1,0,2,2,0,2,1,0,0,4,2,1,1,0,0,1,4,1,2,0,1,1,3,4,1,1,2,0,4,3,2,1,1,0,1,2,1,1,1,3,4,4,1
222,2,4,4,3,3,3,4,0,1,0,3,4,0,3,2,4,4,1,2,0,2,3,0,4,2,3,3,2,4,3,3,2,2,2,3,3,0,4,3,0,0,2,1,3,1,2,2,2,3,2,2,2,0,3,4,4,2,3,4,4,3,2,4,0,3,2,4,4,2,0,0,3,0,4,2
223,0,0,2,1,0,4,3,2,2,0,1,3,3,3,0,2,2,0,2,1,3,3,0,2,3,1,2,3,2,3,2,3,1,1,0,0,0,3,0,4,0,0,1,1,1,3,2,0,0,0,3,0,1,4,0,1,4,3,3,0,3,0,2,0,3,3,1,0,3,0,2,3,1,1,0
224,2,3,2,3,2,3,1,0,1,2,1,2,3,3,4,3,1,3,1,2,1,0,4,4,1,4,2,1,4,1,2,4,1,1,3,1,2,1,1,0,3,4,2,4,2,2,4,4,2,2,0,0,1,4,1,3,2,4,1,1,0,1,2,2,1,3,3,2,3,2,2,4,1,2,0
225,3,4,2,2,3,0,1,0,1,4,2,0,0,3,4,2,4,2,4,1,4,0,2,2,4,4,4,2,0,2,1,4,4,1,0,2,4,3,2,2,1,3,3,3,4,3,3,2,4,0,4,4,2,3,4,1,4,2,0,0,4,4,2,1,0,1,3,4,4,4,3,1,1,4,1
226,3,4,1,3,3,1,0,3,1,3,4,4,4,3,4,4,4,3,4,3,4,4,4,3,3,3,0,3,3,3,0,4,3,0,0,3,2,0,0,1,3,0,3,2,1,4,3,0,3,0,1,0,0,1,3,4,3,1,2,0,3,4,4,3,1,1,3,4,1,3,0,2,4,1,3
227,4,4,1,2,4,1,1,0,2,0,1,0,1,1,0,4,4,0,2,4,0,1,1,2,3,0,1,0,3,1,1,4,4,2,3,0,0,3,0,2,4,1,1,0,1,1,3,1,1,0,4,4,1,3,4,2,1,0,2,2,3,1,0,4,2,1,4,0,0,0,2,0,0,2,1
228,3,3,1,0,3,3,3,3,4,0,4,3,1,4,3,1,4,3,1,1,3,4,1,4,4,3,1,1,3,1,4,4,3,4,3,1,1,2,3,2,1,3,3,3,3,1,1,4,4,0,4,1,3,1,4,1,3,3,1,1,3,3,0,3,3,3,2,1,4,4,1,4,1,1,3
229,2,3,2,4,4,0,2,4,2,1,0,2,2,1,4,1,3,1,0,1,2,2,1,1,1,4,0,1,3,4,1,0,2,1,1,0,1,1,1,1,1,1,1,4,0,1,2,4,1,2,0,2,1,1,1,2,1,3,2,1,1,1,1,0,2,1,4,1,2,0,2,2,1,2,0
230,4,2,2,2,2,2,1,2,1,2,3,0,0,1,1,2,2,2,1,4,2,2,2,4,2,1,4,2,1,4,3,1,1,2,1,3,3,3,2,2,3,4,1,2,2,2,4,0,2,1,1,3,0,2,1,1,2,0,1,2,3,3,0,4,0,2,1,1,4,2,0,2,3,3,4
231,3,3,1,3,0,3,3,2,2,0,1,0,1,0,0,0,1,0,4,0,1,4,3,4,3,2,3,1,3,0,3,0,1,2,0,2,1,2,3,3,2,0,0,2,1,2,0,0,0,1,1,1,1,3,4,1,0,1,0,3,4,3,1,0,0,0,0,1,1,0,0,0,0,2,0
232,4,4,4,2,0,4,3,1,1,0,3,3,4,3,4,1,4,2,1,4,4,4,4,4,3,1,0,0,3,3,3,0,2,0,2,4,1,0,3,4,2,1,0,3,4,2,0,1,3,4,1,3,3,4,1,3,2,1,3,3,0,4,4,4,3,2,3,3,1,1,4,1,3,0,4
233,2,4,4,1,3,2,4,4,3,1,2,4,4,1,0,2,2,2,2,2,0,4,2,2,1,2,0,2,2,2,0,3,1,1,4,0,2,0,2,1,4,2,0,2,3,0,2,0,4,2,3,0,2,2,0,2,2,3,0,4,0,1,4,4,0,4,2,0,3,0,0,3,4,1,2
234,0,4,2,0,0,0,4,0,2,1,0,4,1,1,4,1,0,4,3,0,2,3,4,1,1,1,0,0,0,3,2,4,3,1,3,1,4,0,0,4,2,3,4,2,2,1,0,1,0,2,0,3,0,2,4,0,0,1,2,1,1,1,3,2,2,4,4,0,0,0,0,4,0,1,1
235,4,1,4,4,3,0,1,2,4,1,3,2,2,4,2,1,4,2,4,3,1,1,2,2,2,0,4,3,1,2,1,1,4,2,1,3,2,2,2,0,1,0,2,2,1,4,4,4,2,1,4,4,2,1,4,1,0,2,1,2,4,4,4,2,4,2,3,3,4,4,2,2,4,4,1
236,3,4,0,3,0,0,3,0,3,2,4,2,0,0,0,0,4,0,1,0,3,0,3,1,0,0,3,4,4,0,4,1,0,0,0,1,2,1,0,1,3,0,0,0,2,0,0,2,0,0,0,0,2,2,4,3,0,1,0,0,0,0,0,2,0,1,3,4,0,1,0,3,0,4,0
237,0,2,4,0,4,0,2,1,0,3,0,2,1,0,2,4,4,0,4,3,3,2,4,0,1,2,4,2,0,2,3,0,0,2,4,2,4,4,2,4,2,3,0,2,2,2,3,0,2,3,0,2,0,2,4,0,3,3,0,3,3,0,4,0,3,4,0,0,2,0,4,2,4,3,0
238,0,2,4,2,1,2,2,2,3,0,2,2,1,2,0,1,2,1,4,4,2,3,2,2,3,1,1,3,3,2,4,1,0,2,2,2,1,0,1,0,2,2,1,2,4,2,4,2,1,4,4,2,1,4,2,4,2,4,1,1,2,0,2,2,2,0,2,2,1,4,2,3,1,2,1
239,4,1,3,0,3,2,1,3,1,3,3,3,3,0,2,0,4,1,3,2,2,3,0,0,1,3,1,2,3,0,4,0,3,2,3,3,0,3,1,0,3,3,1,3,1,3,4,2,4,3,3,1,3,3,2,3,1,1,2,2,1,3,3,1,4,1,3,0,1,1,3,2,4,2,1
240,2,4,3,1,1,1,2,0,1,0,2,4,3,1,2,2,3,2,0,2,3,2,2,0,2,2,4,2,0,1,3,3,2,3,1,2,1,2,4,2,3,2,3,3,3,1,0,1,2,3,2,3,1,2,1,4,3,3,3,2,2,3,1,3,2,1,3,1,3,4,3,1,2,1,1
241,0,0,0,0,1,0,4,0,4,1,1,2,4,1,3,2,1,2,0,2,0,0,1,4,4,4,0,3,4,0,4,0,3,2,1,2,0,1,3,3,1,1,2,3,1,4,0,4,3,4,4,2,2,1,3,1,0,3,3,4,3,2,4,1,2,1,1,2,4,3,2,3,3,4,1
242,0,0,1,0,3,0,4,1,0,2,1,2,2,1,4,4,4,2,0,1,2,2,4,4,4,2,1,4,1,0,2,0,4,1,2,0,4,3,0,4,1,4,2,0,4,4,4,1,4,1,0,1,0,2,4,4,2,4,4,0,4,2,4,0,1,2,4,4,1,2,0,0,2,0,4
243,3,1,3,2,3,1,3,2,4,3,0,3,2,3,3,2,3,1,4,4,3,4,1,2,4,2,4,4,3,4,3,2,3,1,4,3,0,4,1,0,3,1,3,2,4,4,3,4,4,2,1,1,0,3,3,3,1,3,1,4,2,1,3,0,2,0,1,0,4,2,1,2,4,4,2
244,1,1,2,2,3,0,0,1,1,4,3,1,1,3,2,3,2,1,3,2,1,3,1,2,2,1,1,1,0,3,3,1,0,1,0,2,1,1,1,1,1,3,2,3,2,3,2,3,2,2,0,2,2,1,0,3,1,4,2,3,1,0,1,2,0,1,1,2,2,4,4,0,2,0,0
245,1,4,1,1,2,2,1,2,1,0,1,1,2,4,3,1,4,1,1,0,1,0,2,2,0,0,0,1,1,1,2,4,2,1,2,1,0,1,0,1,1,2,2,1,1,0,1,0,2,0,0,1,0,2,0,1,3,2,2,0,1,2,2,0,2,2,4,1,0,2,4,1,2,2,4
246,3,0,4,0,0,0,2,0,3,3,2,3,1,4,1,2,2,1,1,1,3,4,0,4,4,4,3,0,3,1,4,4,1,3,3,0,3,2,2,3,1,4,3,2,4,3,3,2,1,4,1,3,2,1,1,1,0,4,1,1,4,4,1,2,4,1,1,4,4,3,4,0,2,3,4
247,0,2,0,2,2,4,4,1,0,4,0,1,4,2,0,4,1,1,2,3,1,0,4,1,1,2,1,3,2,1,2,1,2,1,0,4,4,2,4,2,4,2,3,2,4,4,1,4,4,2,0,2,4,4,2,2,0,3,4,4,4,4,2,1,4,0,3,0,4,0,4,3,3,2,0
248,4,4,0,4,3,2,1,3,3,4,0,1,0,1,0,4,3,0,4,1,4,3,2,4,0,1,1,1,0,1,4,4,0,1,0,2,2,2,3,1,0,0,0,2,4,4,0,4,4,1,4,2,0,3,0,3,3,1,4,4,0,0,4,3,4,0,1,2,0,0,1,0,4,3,4
249,3,3,1,0,3,2,1,3,3,4,4,3,0,3,3,3,3,0,0,0,3,4,3,4,4,3,2,3,0,0,3,0,0,4,3,0,4,2,4,0,3,3,4,3,4,4,2,4,3,3,0,3,2,3,3,4,3,4,4,4,4,4,3,3,3,0,4,3,4,2,4,4,2,3,2
250,0,4,0,3,3,3,3,1,0,4,3,1,1,1,3,0,2,0,3,1,0,2,4,3,4,0,4,0,3,3,4,0,2,0,0,3,2,3,4,1,0,3,1,3,0,3,1,2,3,3,3,3,2,2,0,2,2,4,1,3,4,3,2,4,3,0,3,3,2,2,2,2,4,1,3
251,1,4,1,4,4,2,4,2,1,4,4,4,1,2,1,2,3,1,1,4,2,4,2,2,2,1,4,2,1,1,0,3,1,1,1,1,2,2,4,0,1,4,1,1,2,0,4,0,1,1,1,1,4,1,1,4,1,0,4,4,0,4,1,1,4,4,0,3,0,1,0,0,0,0,4
252,1,2,2,2,4,3,2,1,2,2,2,0,2,1,4,3,3,4,4,0,3,2,2,3,0,4,4,2,2,2,4,1,2,0,3,2,2,2,4,2,4,2,2,4,2,2,1,4,0,2,4,0,1,2,4,4,4,4,3,4,2,4,2,3,4,3,2,4,2,2,3,2,3,4,2
253,2,3,0,3,1,1,3,3,4,3,3,1,1,2,2,1,3,3,0,3,4,2,2,2,3,4,1,2,2,4,3,4,3,0,1,3,2,4,4,3,3,0,2,3,4,0,3,0,4,0,1,3,2,3,3,3,3,1,2,3,0,3,0,2,2,2,4,0,4,3,3,3,3,1,3
254,3,1,4,0,3,3,2,0,4,4,1,0,1,3,0,2,4,3,4,3,0,3,4,1,2,4,3,4,2,3,3,3,0,2,4,1,4,2,3,2,3,4,3,4,2,4,3,0,4,2,2,2,1,1,4,1,1,3,2,4,3,3,1,1,3,2,0,3,0,1,2,3,3,3,0
255,4,3,3,3,3,1,4,4,4,0,0,3,4,4,2,3,2,3,0,3,1,1,0,4,4,0,2,0,3,4,2,3,2,1,1,1,0,2,2,4,3,3,0,4,4,2,2,3,4,4,3,3,4,4,3,4,4,0,4,4,0,0,3,3,4,3,1,3,3,2,4,3,3,3,2
256,2,3,1,0,3,1,1,0,0,1,1,3,3,1,1,0,1,0,4,3,2,3,1,0,3,0,1,3,4,2,3,4,0,1,0,0,1,2,3,3,2,2,1,1,0,0,1,1,2,1,0,0,2,3,2,0,0,2,4,0,3,0,1,2,1,3,4,0,1,0,0,0,0,0,2
257,1,0,1,1,2,3,0,0,0,2,1,0,3,2,3,1,0,1,4,0,0,0,1,3,1,0,1,1,0,4,2,1,1,1,2,2,2,0,1,1,1,0,0,1,1,1,3,1,0,0,2,0,2,0,1,0,0,0,0,1,0,0,2,1,0,2,2,1,0,1,2,2,1,1,2
258,3,1,2,3,4,0,4,3,3,2,2,0,3,4,3,0,4,3,4,2,0,3,3,1,3,4,3,4,2,4,3,1,3,0,4,3,3,3,1,3,3,2,3,2,3,1,3,3,3,4,1,3,3,3,3,4,4,4,3,1,4,3,1,4,3,0,4,4,3,4,3,2,2,3,3
259,1,4,0,4,3,1,1,2,2,4,4,1,4,3,2,1,1,4,0,3,4,3,0,0,0,1,4,0,1,3,1,4,4,3,4,1,1,2,1,4,2,4,0,4,3,2,2,1,2,2,1,0,4,2,1,4,0,4,4,3,2,3,2,4,3,4,0,2,2,1,0,4,2,4,4
260,1,3,1,2,1,2,2,1,4,1,1,4,1,2,4,1,1,0,4,1,1,1,2,4,2,4,3,1,3,4,4,1,0,2,1,3,4,1,4,2,1,2,4,2,4,1,3,1,3,1,4,1,4,1,4,3,4,1,0,2,0,2,2,1,4,1,1,4,1,0,3,1,1,3,1
261,0,0,0,3,2,3,0,3,3,4,3,4,1,2,1,4,3,4,0,2,2,4,4,1,0,2,4,2,2,4,3,2,1,2,2,1,3,3,4,2,3,2,0,3,0,1,1,2,1,4,4,4,2,2,1,2,1,3,2,2,2,2,2,3,0,2,4,1,1,1,2,1,1,4,3
262,2,0,4,2,4,2,1,1,4,4,2,4,3,2,2,1,4,2,4,2,1,2,1,0,1,4,1,4,4,1,1,1,0,1,1,1,0,2,2,1,1,1,1,4,1,0,1,1,2,1,1,1,2,1,4,0,2,1,2,1,1,4,2,4,0,1,1,1,1,2,1,1,0,1,1
263,1,2,0,3,1,2,1,3,3,4,4,1,0,4,0,0,4,3,3,2,1,2,4,0,0,4,1,0,4,0,0,3,4,0,2,1,2,1,2,1,0,4,1,2,4,3,4,2,2,3,0,4,0,1,0,4,3,1,3,3,1,2,0,2,3,4,4,2,3,3,3,2,3,3,1
264,4,4,1,4,0,4,0,4,4,4,4,1,1,1,2,1,2,3,4,2,2,4,4,4,0,0,4,0,4,4,4,4,4,2,4,4,4,4,0,4,2,4,4,2,3,4,4,0,3,0,4,3,2,4,4,4,4,0,2,2,4,0,2,0,4,4,4,0,3,2,2,3,2,2,0
265,0,4,4,1,4,0,4,2,3,0,4,1,3,2,0,2,0,4,0,3,3,4,0,2,0,3,2,3,0,0,4,0,0,4,1,0,0,0,4,0,4,3,3,0,0,3,4,2,3,3,4,0,4,0,4,3,1,2,2,0,4,2,0,3,4,0,3,3,3,3,0,3,0,0,4
266,2,1,2,3,2,1,2,4,2,2,2,2,1,2,1,4,1,4,4,4,3,2,0,4,3,4,2,1,2,3,2,2,2,3,0,0,2,2,0,2,3,0,4,2,1,3,0,2,2,4,1,1,3,2,4,2,2,4,4,0,1,1,4,0,1,2,1,0,0,1,4,0,1,2,4
267,3,2,1,1,1,3,3,4,3,1,4,4,1,1,3,2,0,1,2,4,0,0,4,4,3,1,2,3,3,4,3,1,2,4,4,2,3,2,3,1,2,3,2,2,0,4,3,2,1,1,4,3,1,0,1,0,4,2,1,3,0,3,2,1,1,4,2,1,4,4,1,4,2,4,2
268,0,4,0,4,3,2,4,4,2,3,0,0,1,2,4,2,0,0,4,0,1,3,4,1,0,0,3,2,2,4,4,4,1,0,4,4,4,0,0,1,3,4,2,2,0,4,4,0,4,4,4,4,2,4,0,3,1,4,4,2,4,3,2,4,2,3,4,1,0,3,4,0,3,4,2
