episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
179,3,0,1,1,2,3,3,2,4,1,4,3,0,0,1,3,3,4,0,4,3,4,2,2,4,2,0,2,1,4,3,4,2,1,4,4,2,3,2,0,3,4,4,4,3,3,2,1,3,4,0,3,4,3,2,4,4,1,4,3,4,3,1,2,4,2,4,1,4,4,3,2,1,4,4
180,1,2,1,3,0,1,0,2,4,4,0,1,1,1,4,1,2,1,1,4,2,4,4,1,4,3,3,1,1,4,2,1,0,4,0,2,0,1,2,1,2,1,1,2,1,1,4,2,2,1,1,0,1,2,3,1,4,1,1,3,1,2,4,2,1,1,2,0,2,4,0,4,4,1,1
181,2,3,1,3,4,4,4,1,0,1,1,4,4,4,4,4,4,0,0,0,3,4,0,1,2,1,2,4,1,0,3,0,2,4,4,4,3,0,2,1,3,4,0,1,4,3,4,3,4,2,0,1,4,1,3,2,4,2,1,1,2,2,2,4,4,4,2,2,0,1,1,1,1,3,0
182,3,0,3,0,0,3,2,0,0,0,0,1,3,0,0,0,3,2,0,4,3,0,0,0,3,1,4,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,3,0,3,4,1,4,3,0,0,3,0,0,0,0,4,0,2,4,0,0,3,0,3,0,0,0,3,4,4,4
183,0,4,2,1,2,0,1,0,0,2,1,0,1,3,2,1,2,1,4,1,1,0,2,1,0,1,3,3,3,1,0,0,1,1,0,0,0,2,0,2,2,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,3,3,0,2,1,3,2,2,0,0,2,2,3,2,2,3,1,1,4
184,1,0,2,4,3,0,2,2,3,2,4,2,1,3,2,2,3,1,2,4,4,1,1,1,4,4,3,4,4,4,3,1,4,3,3,1,4,1,1,2,2,2,1,4,3,4,1,4,2,4,2,4,1,4,1,4,3,1,4,3,1,1,0,1,3,2,2,3,1,3,3,4,3,3,4
185,0,1,3,1,1,4,1,0,3,4,2,2,3,1,1,3,1,4,3,1,2,1,1,0,3,1,0,1,1,1,3,3,4,0,3,4,1,2,0,1,1,2,1,4,4,0,3,3,4,0,2,3,1,3,4,3,3,3,1,0,3,4,3,2,2,2,1,4,1,2,2,2,4,3,3
186,0,4,2,1,1,0,1,1,2,2,3,3,1,2,4,1,3,2,0,0,0,1,0,0,0,1,0,4,4,1,0,1,1,2,1,1,1,0,1,0,4,0,2,1,4,4,3,0,1,2,0,2,0,1,4,0,2,1,3,0,3,1,1,3,1,1,3,4,3,4,1,2,1,3,2
187,1,2,0,1,4,2,1,3,1,2,0,2,1,1,2,3,1,2,4,2,2,1,0,4,1,2,1,3,3,1,3,2,1,2,3,4,1,1,2,1,1,2,3,0,2,1,4,3,2,4,3,0,0,3,1,4,2,4,4,2,1,1,1,4,3,1,3,0,1,4,3,0,3,3,2
188,0,4,4,0,4,2,1,2,3,1,4,4,0,4,3,4,0,0,1,3,3,4,4,2,4,4,3,0,0,0,2,4,1,0,4,3,1,4,1,4,4,1,3,0,0,1,0,3,2,4,4,3,4,4,4,4,4,1,4,1,4,4,1,0,4,4,3,3,4,0,3,4,4,4,4
189,0,4,4,4,1,3,1,4,3,1,2,3,3,3,3,3,0,3,0,0,1,3,2,2,0,3,0,0,4,3,0,0,0,3,2,2,0,3,2,3,3,3,3,3,2,3,2,3,3,3,0,3,2,2,0,0,3,3,1,3,4,3,0,0,3,2,3,2,3,3,1,2,2,2,3
190,4,1,1,0,2,1,4,2,4,0,0,0,1,1,0,4,1,4,4,4,4,1,1,1,3,0,0,1,1,1,0,3,1,1,0,1,4,0,2,2,1,3,2,0,1,2,1,3,2,0,2,1,4,0,0,0,2,0,3,2,4,3,4,1,3,0,3,1,1,0,1,0,4,4,1
191,0,0,0,1,0,4,4,0,2,4,2,0,0,4,0,4,4,0,2,1,1,0,4,1,4,0,4,4,4,1,4,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,3,3,4,3,1,0,4,0,0,3,1,0,4,1,0,0,0,0,3,2,1,0,0,0,0,4,2,4
192,4,0,4,4,1,2,2,4,2,3,1,0,2,2,4,4,2,2,1,1,0,1,2,4,2,1,0,2,0,2,1,2,4,1,4,2,4,3,1,4,2,2,4,2,2,2,1,3,1,0,0,0,4,4,1,1,0,1,4,4,4,1,4,4,4,0,1,1,0,3,4,4,3,0,3
193,3,0,0,3,0,1,1,2,0,3,0,0,3,0,4,2,0,3,0,0,0,1,0,2,3,0,1,3,4,1,3,0,3,3,3,1,2,1,1,3,1,0,4,0,0,4,0,0,3,0,4,4,0,0,2,0,1,0,1,0,1,2,0,0,4,3,1,4,1,1,0,1,4,4,2
194,2,4,3,4,1,2,1,2,0,3,1,2,1,1,3,4,0,0,3,0,1,1,0,1,0,3,3,3,4,3,3,3,1,3,3,1,2,3,2,3,1,2,0,4,3,3,2,1,2,4,0,4,3,2,0,0,0,4,0,2,1,1,3,1,4,0,0,4,0,3,0,0,1,3,3
195,0,4,4,1,3,2,0,4,1,2,2,0,0,2,1,1,0,4,3,4,0,4,1,4,3,2,3,0,2,2,1,2,2,3,4,2,1,0,3,2,2,4,1,2,1,2,4,3,0,2,1,0,3,3,3,4,0,1,1,4,0,2,0,2,4,0,1,1,1,4,1,0,4,1,2
196,3,2,0,2,1,3,2,1,3,0,3,4,1,4,3,4,2,4,2,3,1,1,0,2,4,0,0,4,2,4,1,4,1,0,4,1,0,4,4,1,3,0,3,3,0,1,0,4,2,2,4,0,1,1,1,1,1,3,1,2,1,3,3,4,2,1,4,3,4,4,4,4,2,4,1
197,3,3,1,1,1,2,3,3,0,1,1,4,4,4,3,4,3,0,4,0,0,3,3,3,0,1,4,4,3,4,3,3,2,3,0,3,3,4,3,0,3,4,2,3,3,4,4,2,1,3,4,4,3,4,0,0,3,3,0,4,3,0,4,3,4,2,3,3,4,3,1,0,0,3,1
198,4,0,3,3,1,1,1,1,2,0,0,3,2,4,1,3,4,0,3,2,1,1,4,2,2,4,2,1,3,1,3,4,3,2,0,3,4,0,1,3,4,3,0,3,4,0,2,2,4,2,1,0,2,4,4,1,4,3,1,3,3,4,4,1,2,2,1,2,4,4,2,0,2,0,2
199,3,1,3,3,4,1,2,4,3,1,4,3,4,3,3,1,1,3,2,2,3,3,4,0,4,4,4,4,2,2,1,4,1,2,3,4,1,2,2,1,3,1,1,1,3,3,3,1,1,2,3,2,3,4,4,1,3,2,3,4,4,3,1,4,3,2,2,3,3,2,4,4,4,2,1
200,2,2,4,2,1,2,0,4,2,2,1,3,0,4,2,0,3,0,4,0,4,2,2,4,4,3,1,1,2,2,0,3,0,2,2,0,3,3,4,0,1,2,2,2,0,4,2,3,3,2,2,3,1,0,1,0,1,3,2,3,2,0,2,1,2,2,4,1,2,3,2,4,3,0,2
201,1,0,0,0,3,2,1,2,1,0,3,2,2,4,4,2,1,1,2,0,1,2,2,0,2,2,2,2,1,1,4,1,4,3,0,2,4,2,3,2,4,3,2,1,2,1,2,2,2,0,1,4,0,1,3,2,2,0,1,0,2,1,0,0,2,4,4,1,0,2,1,1,0,2,0
202,2,2,2,2,3,2,4,2,2,3,3,2,2,2,2,1,4,2,1,3,0,0,0,2,0,0,2,2,4,2,2,1,2,1,2,2,2,2,1,1,2,2,3,4,3,4,2,2,3,0,0,2,0,0,3,3,1,0,1,4,3,0,2,1,1,1,2,2,3,3,3,2,2,0,3
203,4,0,1,0,2,4,3,0,2,1,2,2,1,3,4,1,0,4,2,4,2,4,4,2,1,2,1,4,4,4,4,4,4,4,1,2,2,3,4,1,0,4,2,1,2,0,2,0,1,0,2,1,1,3,4,4,1,2,4,4,2,1,3,4,1,2,4,1,4,2,3,3,4,4,3
204,3,0,4,1,2,2,2,2,3,3,0,0,3,3,4,0,3,1,1,3,3,1,0,2,3,0,3,3,0,1,2,4,0,2,3,0,0,1,3,0,0,3,4,2,0,4,2,3,4,4,1,0,4,3,1,1,0,0,3,0,3,1,3,2,3,0,1,3,0,0,4,2,4,0,3
205,4,4,4,1,1,4,4,1,3,4,4,4,3,4,2,4,4,4,0,1,2,1,4,4,3,2,1,2,1,4,3,2,3,2,2,1,2,0,3,0,3,1,1,4,2,3,1,4,2,1,4,4,0,3,1,2,1,4,0,2,2,1,2,0,0,0,1,0,3,1,4,1,4,4,4
206,3,4,0,3,1,1,4,1,3,3,4,3,4,1,0,2,4,2,0,4,1,4,4,1,1,4,4,3,2,3,0,2,0,4,1,1,0,2,4,3,2,1,0,1,2,2,4,2,0,2,4,0,4,2,1,1,2,0,1,0,1,4,0,3,1,3,0,4,4,3,1,3,2,4,2
207,1,3,3,2,0,4,0,2,2,0,0,2,1,0,4,4,0,2,0,2,3,0,1,0,0,2,2,0,1,2,3,3,2,4,2,4,1,3,3,1,4,4,2,3,4,2,2,2,2,1,0,2,4,4,1,4,1,1,0,2,0,1,3,2,3,2,1,4,1,4,4,4,3,2,1
208,1,0,4,1,2,1,3,3,0,1,3,3,2,4,0,1,0,4,3,1,1,1,2,1,1,0,2,1,2,0,2,4,2,3,1,4,0,3,1,2,1,1,0,1,2,4,3,3,3,1,1,1,1,1,0,0,1,2,2,3,4,2,2,1,2,3,2,4,1,4,3,1,1,2,2
209,2,2,4,4,1,0,4,3,4,2,3,2,2,2,3,0,3,1,4,3,3,3,1,4,2,3,2,0,3,0,3,3,3,4,3,0,3,0,3,2,0,1,1,0,2,3,0,3,3,4,0,1,1,2,1,0,3,0,0,0,0,3,3,2,3,4,0,2,0,0,1,2,0,2,1
210,3,0,0,3,4,1,0,0,2,4,0,0,2,4,3,0,2,3,2,4,4,2,3,1,4,3,2,3,2,0,3,2,3,0,2,2,4,4,4,2,4,1,1,3,4,3,2,3,2,1,3,1,3,2,3,2,3,1,2,2,1,2,0,1,1,0,3,3,3,4,4,3,3,1,0
211,2,1,3,1,0,2,3,4,0,1,0,3,3,3,4,2,3,2,3,0,2,4,0,2,3,2,2,3,2,4,0,4,3,4,2,1,3,3,2,0,1,2,3,4,3,3,2,4,3,0,3,3,0,1,1,0,3,4,1,3,1,2,4,4,4,2,3,4,3,0,1,2,4,3,3
212,3,1,4,3,1,2,2,0,1,0,3,3,3,1,3,2,3,1,3,1,2,3,4,4,4,3,1,0,4,1,1,3,3,2,3,4,2,0,2,3,3,1,4,0,0,2,1,4,4,0,2,4,1,3,2,3,0,3,2,3,3,3,1,3,3,4,0,0,1,4,3,2,3,2,3
213,3,4,2,4,2,1,0,0,2,1,1,0,3,1,1,0,1,3,0,0,0,0,0,0,3,1,2,0,0,2,2,2,0,0,0,4,3,2,1,0,0,4,4,0,0,2,0,2,1,4,0,2,1,3,0,0,2,0,2,4,4,3,4,2,2,0,2,3,2,0,0,1,3,0,1
214,0,3,4,2,0,3,3,4,2,0,3,4,4,4,4,3,4,3,3,3,0,0,4,3,2,2,4,1,0,3,3,3,3,3,4,3,3,0,4,3,0,0,0,0,3,3,3,4,0,3,0,3,3,4,3,0,0,3,4,4,4,4,0,1,4,3,0,3,0,0,3,0,2,4,3
215,2,2,3,2,2,0,3,1,2,3,2,3,2,1,1,1,2,2,2,0,4,2,1,2,1,2,3,0,2,2,2,3,2,2,1,2,0,3,4,2,0,2,4,0,1,2,1,2,1,2,2,2,2,2,1,3,2,0,3,1,1,3,1,0,2,4,3,2,1,1,2,1,2,2,2
216,2,0,1,2,4,3,4,1,1,4,1,1,2,0,3,1,1,1,2,2,3,4,2,4,4,4,2,3,0,2,0,1,3,2,3,3,2,1,1,1,0,2,4,1,1,4,3,2,2,4,4,3,2,2,3,0,2,2,2,1,2,4,2,3,1,4,1,3,2,3,2,4,1,2,2
217,0,4,2,3,4,3,3,4,1,2,4,4,3,0,4,2,3,2,0,0,0,4,2,4,4,1,4,0,0,4,4,0,0,3,2,4,3,1,1,2,4,1,4,4,3,1,3,3,3,0,3,0,3,4,4,4,4,2,0,4,2,0,1,1,2,0,2,3,2,0,4,3,4,0,3
218,2,4,4,1,4,1,0,2,1,1,4,0,4,4,1,2,2,0,4,1,0,1,2,0,1,4,4,0,1,1,4,4,0,1,2,4,1,0,3,1,0,1,0,2,1,1,0,4,1,1,4,2,0,4,4,1,0,4,1,4,4,0,4,1,0,4,1,2,4,0,0,1,1,4,1
219,1,2,4,2,2,4,4,0,4,4,2,0,1,1,1,1,2,4,1,2,2,4,0,1,1,1,4,2,1,2,4,4,2,1,4,4,0,4,4,1,2,2,1,4,4,1,2,4,1,4,1,1,1,4,2,1,2,1,1,0,4,1,4,4,1,0,0,1,1,4,2,2,2,1,4
220,4,2,3,0,3,0,2,2,2,0,2,2,2,2,2,4,3,2,2,4,0,2,2,3,2,1,2,2,1,2,2,2,3,0,2,4,3,3,0,4,0,2,0,3,4,2,3,0,2,1,2,4,0,3,2,0,2,2,2,2,4,0,0,0,2,4,2,4,2,0,0,0,2,0,4
221,2,4,4,3,2,4,2,4,1,2,4,0,0,1,0,1,3,0,4,2,2,4,4,2,1,1,3,1,2,4,1,3,1,0,2,4,0,2,1,0,0,0,0,1,1,0,0,1,4,3,2,4,4,4,3,4,1,1,2,0,2,3,2,1,1,0,3,2,1,1,3,4,4,4,1
222,2,0,4,1,3,0,4,0,1,0,3,0,0,3,1,4,0,1,1,1,1,3,0,0,1,3,3,2,4,3,3,2,1,2,4,4,0,4,3,0,1,2,0,3,1,2,0,4,4,1,1,0,0,3,4,4,1,3,4,4,3,4,4,0,3,2,4,4,2,4,0,3,0,0,2
223,0,0,0,3,3,4,3,4,4,0,1,0,3,0,0,0,0,0,2,1,3,0,3,0,3,1,3,3,2,3,4,4,3,1,0,3,0,3,2,4,3,0,1,1,1,3,4,0,3,3,3,0,1,4,4,1,0,0,3,3,0,0,0,3,0,3,3,0,4,0,4,3,1,1,3
224,0,3,0,3,0,3,1,3,1,0,4,3,4,3,4,0,1,3,1,0,0,3,4,4,1,4,2,1,4,0,0,3,1,1,3,1,4,1,0,4,3,3,0,4,2,0,0,4,3,3,3,3,0,4,1,3,4,4,1,4,4,1,2,3,1,4,3,0,3,1,0,4,1,0,4
225,3,4,2,2,3,0,1,0,1,4,2,0,0,1,1,2,4,2,0,1,4,0,2,1,4,4,4,2,0,2,3,4,4,1,0,2,4,3,2,1,4,3,3,3,4,4,4,2,4,4,4,4,2,3,4,1,4,2,4,4,1,1,2,4,0,0,3,1,3,4,1,0,4,4,1
226,3,0,1,0,3,1,2,3,1,2,4,4,2,3,4,2,0,3,4,3,4,4,2,0,2,3,0,3,0,3,4,0,3,0,0,0,1,3,3,1,0,0,3,1,0,4,0,0,3,0,0,4,3,1,0,4,4,1,1,0,0,4,0,0,1,1,0,4,1,3,0,0,4,1,0
227,4,4,3,2,4,3,1,0,4,0,0,1,3,1,0,4,0,0,2,4,0,3,3,2,3,0,1,0,3,1,1,4,4,2,3,0,0,3,0,1,2,1,1,1,3,0,0,1,0,3,2,2,3,1,4,3,1,3,1,1,1,1,1,4,3,0,4,0,1,0,2,0,0,0,1
228,3,3,1,3,4,1,3,3,0,0,0,4,1,1,3,1,3,3,4,1,3,2,4,3,0,3,1,4,3,2,0,0,2,0,3,3,1,2,3,2,1,3,3,3,2,1,1,4,4,2,0,1,3,4,1,1,2,3,1,1,3,2,2,3,3,0,2,0,0,1,1,4,4,1,3
229,2,2,2,4,3,1,2,4,3,4,0,0,3,0,3,1,4,1,2,0,2,3,2,1,1,3,0,0,3,2,1,1,3,1,2,1,4,4,4,3,1,0,2,4,0,2,3,0,0,1,0,3,1,0,1,2,1,3,3,2,0,2,3,0,0,1,3,1,3,1,3,2,1,1,4
230,2,2,4,2,2,2,0,2,1,2,3,1,0,0,1,2,2,2,3,2,2,2,0,0,2,0,4,4,1,0,3,1,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,0,2,1,0,2,2,2,1,1,2,3,1,2,1,2,0,2,0,0,1,1,0,4,1,2,3,2,4
231,3,0,0,3,0,1,3,0,4,0,1,0,0,0,0,0,1,4,4,4,1,4,3,4,0,2,3,0,3,4,3,0,1,0,4,4,1,2,0,4,2,0,0,2,0,2,0,0,0,1,1,1,0,3,4,1,0,1,0,3,4,3,0,4,0,4,1,1,1,0,0,0,4,2,4
232,0,2,2,2,4,4,1,3,1,2,3,0,1,3,0,1,2,2,1,4,2,1,1,0,3,1,3,0,3,3,0,3,2,0,2,2,1,1,3,2,2,1,0,1,0,2,3,1,2,2,1,3,3,4,1,3,2,0,3,3,2,0,4,2,3,2,3,0,1,1,1,1,3,0,2
233,2,4,4,1,3,4,4,1,3,2,1,3,4,2,0,2,2,4,2,2,1,4,4,2,1,2,1,2,4,2,0,1,0,1,1,3,1,0,1,3,4,4,0,2,1,2,2,0,4,1,0,0,2,2,3,2,4,1,2,4,4,4,4,4,4,4,2,0,3,2,4,3,4,1,2
234,3,1,2,3,0,0,4,2,4,1,3,1,1,1,4,1,2,4,1,4,2,3,1,1,1,1,0,3,2,3,3,1,1,1,3,1,2,1,3,1,3,1,4,2,3,1,4,1,2,3,1,3,2,3,1,0,2,1,2,1,4,1,3,2,2,1,4,2,2,0,3,1,3,1,1
235,0,0,4,4,3,4,4,2,3,0,2,2,3,4,3,2,4,3,2,4,1,0,4,2,3,0,0,3,0,2,3,3,0,3,3,3,3,3,2,0,3,0,3,3,1,2,4,4,3,0,4,4,2,0,4,3,4,3,0,2,4,4,4,2,4,2,3,1,4,4,0,4,1,4,0
236,1,4,3,2,0,1,3,0,3,2,4,2,2,2,2,1,0,1,0,4,0,1,3,1,1,0,3,3,3,2,4,1,4,2,1,3,2,1,2,1,3,2,2,2,0,0,2,2,2,0,0,0,2,2,3,0,1,1,0,3,2,0,1,2,0,1,3,4,1,3,2,2,3,3,0
237,0,2,4,1,4,0,2,1,0,3,2,3,2,2,2,4,2,1,0,3,3,2,4,1,1,2,2,2,0,2,3,0,0,3,0,3,1,4,2,4,2,3,0,2,3,3,3,4,4,3,0,3,0,3,1,0,2,3,0,3,3,3,4,0,1,4,0,0,2,0,4,3,4,3,0
238,0,1,4,1,0,3,2,0,3,0,0,2,4,2,0,1,2,1,1,0,2,2,3,0,0,4,2,4,3,3,2,0,0,4,2,3,1,0,0,0,2,2,2,3,4,1,2,1,2,0,4,4,4,2,4,2,2,0,1,1,0,4,0,4,4,0,1,2,1,4,1,0,3,1,4
239,4,1,3,0,3,2,1,1,1,1,1,3,3,4,2,2,3,4,4,4,2,4,0,0,1,3,1,2,3,0,4,0,3,4,3,3,0,3,1,0,4,3,1,4,3,4,4,2,4,1,3,1,3,1,2,3,1,1,2,4,1,2,3,1,4,1,4,4,4,1,1,2,4,2,3
240,3,4,2,1,1,1,2,0,1,0,2,3,2,1,4,3,3,2,0,3,3,3,2,0,3,3,4,4,3,3,3,4,3,3,1,3,3,2,4,2,3,3,2,3,3,1,0,3,4,2,2,3,1,3,3,4,3,3,3,3,1,3,3,3,3,3,0,1,1,4,3,3,2,3,3
241,0,0,0,0,1,0,4,0,2,2,1,2,2,2,3,2,1,4,0,2,0,0,1,2,4,4,0,3,2,1,2,0,1,2,1,2,0,1,3,3,1,1,3,3,2,4,0,2,3,2,3,1,1,1,3,1,0,3,3,2,3,2,2,1,2,1,2,3,2,3,2,3,3,2,1
242,3,3,3,4,3,0,2,3,0,2,1,4,1,1,4,4,4,2,3,1,2,3,4,1,2,4,3,3,1,0,4,0,3,1,3,3,3,1,0,3,1,4,2,3,2,2,4,4,3,1,1,3,3,3,2,2,4,3,4,3,3,4,2,0,1,2,4,4,1,4,0,0,4,0,2
243,1,1,1,2,1,1,3,1,4,3,1,0,0,1,3,1,3,1,4,1,2,2,1,0,4,1,4,4,0,4,1,1,1,1,4,1,1,4,1,0,0,1,1,2,4,4,0,1,0,1,1,0,0,3,3,3,1,0,1,4,1,1,0,0,2,0,1,1,4,2,1,1,4,4,1
244,0,4,3,2,3,0,3,1,1,3,3,3,1,2,2,3,3,1,1,1,3,0,4,2,4,2,1,3,3,3,4,1,3,3,0,3,4,3,1,3,4,3,2,3,4,3,3,3,3,2,3,4,2,1,2,3,3,4,2,4,4,3,1,3,0,1,4,2,3,4,4,3,3,2,3
245,1,4,1,3,2,2,1,2,3,0,3,4,2,4,3,3,2,3,1,0,3,0,2,4,2,0,4,1,3,1,2,4,2,1,2,3,0,3,0,4,3,2,2,3,1,0,1,3,4,0,4,4,3,2,0,3,3,2,2,4,1,4,2,0,2,2,4,1,3,2,3,3,2,4,4
246,1,0,4,4,0,2,2,1,1,1,2,0,4,0,2,2,2,1,1,1,1,4,1,4,0,4,1,0,0,1,4,0,1,1,0,0,2,2,0,2,2,4,3,2,4,4,1,2,4,4,1,3,2,3,0,1,1,4,3,1,4,4,0,2,4,2,1,4,0,3,4,0,2,1,4
247,1,0,1,1,2,2,4,1,0,0,2,1,4,4,2,4,1,2,0,0,1,1,4,1,1,2,1,2,2,1,2,1,2,1,1,0,4,3,2,4,0,2,3,2,4,2,1,4,4,0,2,2,2,2,2,3,1,1,2,3,4,2,2,1,4,1,4,0,1,0,2,3,1,2,0
248,4,4,0,1,2,2,1,2,3,4,0,1,2,1,3,4,0,0,4,1,4,2,3,1,3,1,1,1,1,1,0,4,1,1,3,2,0,2,3,1,3,3,0,3,4,0,0,1,4,1,0,2,0,0,2,3,2,1,1,2,0,0,3,3,1,0,1,2,0,0,1,0,1,3,4
249,3,4,1,0,3,2,1,3,4,1,4,3,4,1,1,1,4,1,0,3,3,4,3,4,1,3,4,2,1,0,3,1,3,2,4,0,4,1,1,0,1,4,4,3,0,4,1,4,4,2,1,1,1,0,3,1,4,4,4,1,1,1,3,3,2,1,4,3,2,0,4,4,1,4,2
250,0,4,2,3,3,3,4,3,0,4,3,4,1,4,4,3,2,0,0,3,4,4,4,3,4,0,2,2,3,3,4,4,4,4,4,3,4,3,0,1,4,3,0,3,3,4,4,2,4,4,3,4,3,2,3,4,2,4,0,3,4,4,2,3,4,3,4,4,2,3,4,3,4,4,3
251,1,4,1,4,4,2,4,2,1,4,4,4,2,2,3,2,4,2,0,3,0,4,2,2,1,1,4,2,3,1,0,3,3,3,0,3,0,2,4,0,3,4,3,2,2,0,1,2,1,1,1,2,4,1,3,4,0,2,0,0,3,4,3,1,4,4,0,2,2,2,0,2,2,2,4
252,0,3,0,0,0,0,0,1,1,2,1,0,2,0,0,4,3,4,1,1,0,2,3,4,0,0,4,3,0,3,0,0,2,0,4,0,2,1,4,1,2,2,0,0,0,4,0,0,0,0,1,0,0,2,0,4,4,2,0,4,0,0,2,2,3,0,2,4,2,2,3,0,2,4,2
253,4,4,1,3,1,1,1,3,4,1,4,3,3,2,2,4,3,3,0,4,4,2,2,2,1,4,1,2,2,4,3,4,3,4,1,1,2,4,4,3,4,4,2,1,4,0,1,1,4,1,3,3,2,3,1,3,4,1,2,3,1,3,3,2,2,2,4,1,4,3,1,3,3,1,1
254,3,4,1,2,3,3,0,0,4,4,2,0,3,3,0,0,2,3,4,1,2,1,1,3,2,4,0,4,2,1,3,0,0,2,4,1,4,2,3,2,3,4,3,4,2,1,3,0,4,2,0,0,1,1,4,1,0,4,3,2,3,2,1,3,3,0,2,3,0,1,2,3,3,1,0
255,4,2,2,3,2,1,4,4,2,2,0,0,4,4,2,2,2,2,2,1,4,1,2,1,1,1,2,4,3,0,2,1,2,1,1,1,4,0,2,4,1,3,2,4,1,2,2,2,0,4,1,3,1,1,3,4,4,0,4,4,0,2,2,2,4,3,1,2,0,0,4,2,2,3,2
256,4,3,1,0,3,1,0,0,0,1,1,4,3,4,3,0,1,0,4,3,2,3,2,0,4,0,3,4,4,2,3,4,0,2,0,0,2,2,4,0,2,2,1,2,0,0,1,1,3,1,3,0,2,4,2,0,0,4,4,0,0,0,0,0,3,2,4,0,2,3,0,0,0,0,1
257,1,4,0,0,2,1,0,0,0,2,2,0,0,2,3,4,0,4,0,4,0,3,2,0,1,0,3,0,4,0,2,1,4,4,2,2,2,0,0,1,4,4,4,1,4,0,3,1,0,0,3,0,2,0,4,1,0,0,4,1,0,0,2,1,0,2,2,4,0,0,2,2,4,1,2
258,0,1,1,4,4,0,0,3,1,2,1,0,2,0,2,0,4,1,4,1,0,2,4,1,0,4,3,4,1,4,3,1,0,0,4,2,1,0,1,2,2,4,1,4,0,1,3,0,2,4,0,0,0,0,1,4,4,4,1,1,4,0,0,4,0,1,4,1,3,4,3,0,2,0,1
259,0,4,3,1,1,0,1,2,2,0,0,1,0,0,2,1,0,0,0,3,0,3,3,0,0,0,4,0,0,3,0,1,0,2,0,1,0,0,3,4,0,0,0,0,3,1,0,1,2,2,3,0,0,0,4,0,0,0,0,4,0,3,0,4,3,4,0,3,0,1,0,0,0,0,4
260,4,1,1,2,1,3,3,1,3,1,3,2,1,2,1,1,1,4,4,1,1,3,2,1,2,2,1,1,4,2,3,3,0,2,1,4,0,1,0,0,1,2,2,2,2,0,1,2,3,1,1,1,4,1,4,1,1,3,0,2,0,1,0,0,1,0,1,1,0,0,3,3,0,1,1
261,4,4,1,3,2,3,4,3,3,4,3,4,1,2,1,4,3,4,4,2,4,4,4,3,2,1,4,2,4,4,3,2,4,2,2,3,3,3,2,2,3,2,4,3,2,1,4,4,1,4,4,4,3,4,1,2,4,3,4,4,4,2,2,3,4,2,4,3,3,1,2,4,3,4,3
262,3,0,4,4,2,4,1,0,4,4,2,4,3,0,1,2,4,4,4,3,1,0,1,0,0,4,3,4,4,0,1,1,0,1,1,0,4,0,0,1,0,3,3,4,3,0,1,1,2,1,1,3,2,3,4,0,1,1,2,3,1,4,3,1,3,0,1,0,3,0,4,3,0,1,1
263,0,2,0,1,1,2,1,3,3,4,4,1,3,4,1,0,4,3,3,3,1,2,4,0,3,4,0,3,4,0,3,4,4,0,3,3,2,1,2,3,0,3,1,2,3,4,3,2,4,4,0,4,3,3,0,3,3,3,3,2,1,2,3,2,3,4,3,2,3,3,3,2,3,3,1
264,4,0,4,2,1,0,0,4,0,0,4,1,1,4,2,1,1,3,4,1,3,4,4,4,1,0,4,3,3,3,4,4,4,2,4,4,4,0,0,4,2,4,0,2,3,4,0,4,3,0,3,3,3,4,4,4,4,0,1,2,0,1,4,0,4,4,4,1,3,4,1,3,4,1,2
265,0,4,4,1,4,0,4,2,2,0,4,1,1,2,0,2,0,4,4,2,1,4,3,2,0,3,2,1,0,0,4,1,0,4,1,0,0,0,4,0,0,3,1,2,0,2,4,2,4,1,3,0,2,0,3,3,3,2,1,0,4,2,0,3,1,0,3,1,2,2,0,2,0,0,3
266,1,2,2,3,2,3,1,4,2,2,2,2,1,2,4,4,3,1,3,3,4,0,0,1,4,4,2,4,2,3,2,0,2,3,0,3,2,0,0,2,4,4,0,0,1,4,3,4,2,3,1,4,4,2,4,4,2,3,3,4,3,4,3,0,4,4,1,0,0,1,3,0,1,1,4
267,3,2,4,1,4,3,3,0,3,1,4,3,1,0,3,0,0,4,0,4,0,0,4,4,2,4,2,3,3,4,3,4,3,1,4,4,3,2,3,1,2,3,3,2,2,4,3,3,1,1,4,3,1,0,4,1,4,1,4,3,0,2,2,4,1,4,2,4,4,4,0,4,2,4,0
268,3,1,0,4,3,2,4,4,2,3,0,0,1,2,4,2,3,3,4,0,0,3,4,2,4,3,4,2,2,4,1,4,0,4,4,4,0,0,0,0,0,4,2,2,0,1,0,0,4,4,4,3,1,0,3,0,4,0,4,2,4,3,2,4,2,3,4,1,0,3,4,0,3,4,1
